sbert_sim_answer_context,nli_entailment,nli_contradiction,nli_neutral
0.5942761,0.9981662631034851,0.00016835374117363244,0.0016654405044391751
0.7405071,0.010584598407149315,0.03719388321042061,0.9522215127944946
0.66990584,0.0014824648387730122,0.02754039503633976,0.9709770679473877
0.71394897,0.00010820369789144024,0.0008179105934686959,0.99907386302948
0.85912114,0.9982901215553284,0.0006932427641004324,0.0010167139116674662
-0.03398285,0.0014461161335930228,0.002826794283464551,0.9957270622253418
0.7900357,0.9311590790748596,0.014373905025422573,0.05446707084774971
0.7779629,0.008606082759797573,0.888903021812439,0.10249091684818268
0.4644989,0.005502256564795971,0.0007487611728720367,0.9937489032745361
0.057361998,0.00016269965271931142,0.00019625101413112134,0.9996410608291626
0.67460954,5.740456253988668e-05,0.0005738658364862204,0.9993687272071838
0.57123595,0.004216143395751715,0.0010130489245057106,0.9947708249092102
0.71321714,0.0031826901249587536,0.0009163052891381085,0.9959010481834412
0.7497903,0.9979733824729919,0.0005960162379778922,0.0014306252123788
0.45236105,0.0001325136108789593,0.0014681733446195722,0.9983993172645569
-0.06656517,0.00147870066575706,0.004217112902551889,0.9943042397499084
-0.05516374,0.0009948364458978176,0.09727600961923599,0.901729166507721
0.67315197,0.00013918447075411677,0.9995850920677185,0.0002756754111032933
0.4441555,0.0001339800946880132,0.9978334307670593,0.0020325391087681055
0.047248952,6.357552774716169e-05,0.9996572732925415,0.00027914581005461514
0.60646284,8.502286800649017e-05,0.000508130993694067,0.9994068145751953
0.5590808,0.9898335933685303,0.00039101135917007923,0.009775429032742977
0.76448125,0.608985424041748,0.019510852172970772,0.3715037405490875
0.07128657,9.852746006799862e-05,0.0003261529200244695,0.9995753169059753
0.43963453,0.9881107807159424,0.0011006253771483898,0.01078859344124794
0.7141445,0.9940896034240723,0.00019803171744570136,0.0057123443111777306
0.8823253,0.9974765181541443,0.00011295259173493832,0.0024104975163936615
0.6680801,0.34721994400024414,0.3018653392791748,0.3509146571159363
0.57145363,0.0009180692140944302,0.0029019461944699287,0.9961799383163452
0.85361606,0.10305576771497726,0.01592496782541275,0.8810192346572876
0.55802166,0.00014315202133730054,0.0026062217075377703,0.9972506165504456
0.47431555,0.38280192017555237,0.456297904253006,0.16090016067028046
0.79465437,0.0022251438349485397,0.7980159521102905,0.19975896179676056
0.48364142,0.0005475791404023767,0.05173007771372795,0.9477223753929138
0.781281,0.993150532245636,0.00032419379567727447,0.006525288335978985
0.7490159,0.9986464381217957,0.0004243503790348768,0.0009291418245993555
0.60830003,0.9948028326034546,0.004050792194902897,0.0011464394629001617
0.4300324,7.262756844284013e-05,0.00025378999998793006,0.99967360496521
0.60311043,0.9533432126045227,0.0164581760764122,0.03019859828054905
0.0065664197,7.837362500140443e-05,0.0014147462788969278,0.9985069632530212
-0.042363256,0.00012038921704515815,0.9990330934524536,0.0008465468417853117
0.70048004,0.9937777519226074,0.00143321487121284,0.0047890557907521725
0.5867798,0.007136604283004999,0.0012677639024332166,0.9915955662727356
0.7377366,0.0011838796781376004,0.0015628270339220762,0.9972533583641052
0.6156259,0.00014081629342399538,0.9482004642486572,0.051658760756254196
0.55083114,0.00043025126797147095,0.00892192404717207,0.9906478524208069
0.18396792,0.0003777859383262694,0.0016249611508101225,0.9979972243309021
0.56440073,0.020941752940416336,0.8713334798812866,0.10772479325532913
0.46565628,0.00018286371778231114,0.998860239982605,0.0009569520479999483
0.5389828,0.0069764466024935246,0.0757184773683548,0.9173051714897156
0.6887629,0.9984090924263,0.00015006429748609662,0.001440897467546165
-0.054754872,0.23747539520263672,0.7331327795982361,0.029391778632998466
0.010680169,0.0007307779742404819,0.0004088973219040781,0.9988603591918945
0.5846367,0.00011572062794584781,0.0008514520595781505,0.9990328550338745
0.80193627,0.9971707463264465,0.0001635396183701232,0.002665650798007846
-0.03688697,8.814286411507055e-05,0.000280802691122517,0.9996310472488403
0.01615543,0.0015482279704883695,0.9527724385261536,0.04567934200167656
0.002794025,0.0003975084109697491,0.9646411538124084,0.03496136516332626
0.6913956,0.9903252124786377,0.00670973164960742,0.0029650512151420116
-0.057700627,0.013843800872564316,0.4686480760574341,0.5175080895423889
0.71463555,0.9979800581932068,0.0002539429988246411,0.0017660059966146946
-0.098136336,0.0055262199603021145,0.007210849784314632,0.987263023853302
0.077590555,0.002739020623266697,0.008633959107100964,0.988627016544342
0.62432104,0.00018967007054015994,0.0004803883784916252,0.9993300437927246
0.048831183,0.0008113991934806108,0.0003501926548779011,0.998838484287262
0.69863266,0.00315945059992373,0.00910199899226427,0.9877386093139648
